league,season,team,player,nation,pos,age,born,shooting_90s,shooting_standard_gls,shooting_standard_sh,shooting_standard_sot,shooting_standard_sotpct,shooting_standard_sh_90,shooting_standard_sot_90,shooting_standard_g_sh,shooting_standard_g_sot,shooting_standard_pk,shooting_standard_pkatt,fbref_season_label,fbref_stat_type
ENG-Premier League,2019,Crystal Palace,James McCarthy,IRL,MF,28,1990,18.7,0,12,3,25.0,0.64,0.16,0.0,0.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Crystal Palace,James Tomkins,ENG,DF,30,1989,17.6,1,9,3,33.3,0.51,0.17,0.11,0.33,0,0,2019-2020,shooting
ENG-Premier League,2019,Crystal Palace,Jaïro Riedewald,NED,"DF,MF",22,1996,8.5,0,3,0,0.0,0.35,0.0,0.0,,0,0,2019-2020,shooting
ENG-Premier League,2019,Crystal Palace,Jeffrey Schlupp,GHA,MF,26,1992,11.5,3,18,10,55.6,1.56,0.87,0.17,0.3,0,0,2019-2020,shooting
ENG-Premier League,2019,Crystal Palace,Joel Ward,ENG,DF,29,1989,26.5,0,5,1,20.0,0.19,0.04,0.0,0.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Crystal Palace,Jordan Ayew,GHA,"FW,MF",27,1991,35.0,9,58,24,41.4,1.66,0.69,0.16,0.38,0,0,2019-2020,shooting
ENG-Premier League,2019,Crystal Palace,Luka Milivojević,SRB,MF,28,1991,27.9,3,31,9,29.0,1.11,0.32,0.03,0.11,2,2,2019-2020,shooting
ENG-Premier League,2019,Crystal Palace,Mamadou Sakho,FRA,DF,29,1990,10.3,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ENG-Premier League,2019,Crystal Palace,Martin Kelly,ENG,DF,29,1990,17.2,0,2,0,0.0,0.12,0.0,0.0,,0,0,2019-2020,shooting
ENG-Premier League,2019,Crystal Palace,Max Meyer,GER,"MF,FW",23,1995,7.3,0,9,2,22.2,1.24,0.27,0.0,0.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Crystal Palace,Patrick van Aanholt,NED,DF,28,1990,27.9,3,27,6,22.2,0.97,0.22,0.07,0.33,1,1,2019-2020,shooting
ENG-Premier League,2019,Crystal Palace,Scott Dann,ENG,DF,32,1987,14.1,0,8,2,25.0,0.57,0.14,0.0,0.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Crystal Palace,Tyrick Mitchell,ENG,DF,19,1999,2.2,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ENG-Premier League,2019,Crystal Palace,Vicente Guaita,ESP,GK,32,1987,35.0,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ENG-Premier League,2019,Crystal Palace,Víctor Camarasa,ESP,MF,25,1994,0.1,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ENG-Premier League,2019,Crystal Palace,Wayne Hennessey,WAL,GK,32,1987,3.0,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ENG-Premier League,2019,Crystal Palace,Wilfried Zaha,CIV,"MF,FW",26,1992,36.4,4,61,17,27.9,1.67,0.47,0.07,0.24,0,0,2019-2020,shooting
ENG-Premier League,2019,Everton,Alex Iwobi,NGA,MF,23,1996,17.7,1,23,10,43.5,1.3,0.56,0.04,0.1,0,0,2019-2020,shooting
ENG-Premier League,2019,Everton,André Gomes,POR,MF,26,1993,16.2,0,5,0,0.0,0.31,0.0,0.0,,0,0,2019-2020,shooting
ENG-Premier League,2019,Everton,Anthony Gordon,ENG,MF,18,2001,4.9,0,6,1,16.7,1.23,0.2,0.0,0.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Everton,Bernard,BRA,MF,26,1992,14.2,3,12,5,41.7,0.84,0.35,0.25,0.6,0,0,2019-2020,shooting
ENG-Premier League,2019,Everton,Cenk Tosun,TUR,FW,28,1991,3.2,1,11,3,27.3,3.4,0.93,0.09,0.33,0,0,2019-2020,shooting
ENG-Premier League,2019,Everton,Djibril Sidibé,FRA,"DF,MF",27,1992,20.3,0,12,3,25.0,0.59,0.15,0.0,0.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Everton,Dominic Calvert-Lewin,ENG,FW,22,1997,29.2,13,85,38,44.7,2.91,1.3,0.15,0.34,0,0,2019-2020,shooting
ENG-Premier League,2019,Everton,Fabian Delph,ENG,MF,29,1989,13.2,0,3,0,0.0,0.23,0.0,0.0,,0,0,2019-2020,shooting
ENG-Premier League,2019,Everton,Gylfi Sigurðsson,ISL,MF,29,1989,28.4,2,46,14,30.4,1.62,0.49,0.02,0.07,1,1,2019-2020,shooting
ENG-Premier League,2019,Everton,Jarrad Branthwaite,ENG,DF,17,2002,3.3,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ENG-Premier League,2019,Everton,Jean-Philippe Gbamin,CIV,MF,23,1995,1.5,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ENG-Premier League,2019,Everton,Jordan Pickford,ENG,GK,25,1994,38.0,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ENG-Premier League,2019,Everton,Leighton Baines,ENG,"DF,MF",34,1984,4.5,0,1,0,0.0,0.22,0.0,0.0,,0,0,2019-2020,shooting
ENG-Premier League,2019,Everton,Lucas Digne,FRA,DF,26,1993,33.7,0,29,4,13.8,0.86,0.12,0.0,0.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Everton,Mason Holgate,JAM,DF,22,1996,22.8,0,12,5,41.7,0.53,0.22,0.0,0.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Everton,Michael Keane,ENG,DF,26,1993,28.4,2,14,4,28.6,0.49,0.14,0.14,0.5,0,0,2019-2020,shooting
ENG-Premier League,2019,Everton,Moise Kean,ITA,FW,19,2000,9.5,2,30,13,43.3,3.17,1.37,0.07,0.15,0,0,2019-2020,shooting
ENG-Premier League,2019,Everton,Morgan Schneiderlin,FRA,MF,29,1989,11.1,0,6,0,0.0,0.54,0.0,0.0,,0,0,2019-2020,shooting
ENG-Premier League,2019,Everton,Oumar Niasse,SEN,"FW,MF",29,1990,0.2,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ENG-Premier League,2019,Everton,Richarlison,BRA,"FW,MF",22,1997,34.1,13,89,31,34.8,2.61,0.91,0.15,0.42,0,0,2019-2020,shooting
ENG-Premier League,2019,Everton,Séamus Coleman,IRL,DF,30,1988,20.4,0,8,4,50.0,0.39,0.2,0.0,0.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Everton,Theo Walcott,ENG,MF,30,1989,14.3,2,31,10,32.3,2.17,0.7,0.06,0.2,0,0,2019-2020,shooting
ENG-Premier League,2019,Everton,Tom Davies,ENG,MF,21,1998,22.5,1,17,5,29.4,0.75,0.22,0.06,0.2,0,0,2019-2020,shooting
ENG-Premier League,2019,Everton,Yerry Mina,COL,DF,24,1994,25.4,2,30,12,40.0,1.18,0.47,0.07,0.17,0,0,2019-2020,shooting
ENG-Premier League,2019,Leicester City,Ayoze Pérez,ESP,"MF,FW",26,1993,22.3,8,47,22,46.8,2.11,0.99,0.15,0.32,1,1,2019-2020,shooting
ENG-Premier League,2019,Leicester City,Ben Chilwell,ENG,DF,22,1996,26.4,3,16,6,37.5,0.61,0.23,0.19,0.5,0,0,2019-2020,shooting
ENG-Premier League,2019,Leicester City,Christian Fuchs,AUT,"DF,MF",33,1986,8.6,0,5,1,20.0,0.58,0.12,0.0,0.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Leicester City,Demarai Gray,JAM,MF,23,1996,6.9,2,22,7,31.8,3.18,1.01,0.09,0.29,0,1,2019-2020,shooting
ENG-Premier League,2019,Leicester City,Dennis Praet,BEL,MF,25,1994,12.6,1,16,3,18.8,1.27,0.24,0.06,0.33,0,0,2019-2020,shooting
ENG-Premier League,2019,Leicester City,George Hirst,SCO,FW,20,1999,0.1,0,3,1,33.3,24.55,8.18,0.0,0.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Leicester City,Hamza Choudhury,BAN,MF,21,1997,9.9,1,7,2,28.6,0.71,0.2,0.14,0.5,0,0,2019-2020,shooting
ENG-Premier League,2019,Leicester City,Harvey Barnes,ENG,MF,21,1997,23.1,6,61,28,45.9,2.64,1.21,0.1,0.21,0,0,2019-2020,shooting
ENG-Premier League,2019,Leicester City,James Justin,ENG,"DF,MF",21,1998,11.2,0,7,0,0.0,0.62,0.0,0.0,,0,0,2019-2020,shooting
ENG-Premier League,2019,Leicester City,James Maddison,ENG,"MF,FW",22,1996,29.2,6,74,18,24.3,2.54,0.62,0.08,0.33,0,0,2019-2020,shooting
ENG-Premier League,2019,Leicester City,Jamie Vardy,ENG,FW,32,1987,33.7,23,89,43,48.3,2.64,1.28,0.21,0.44,4,5,2019-2020,shooting
ENG-Premier League,2019,Leicester City,Jonny Evans,NIR,DF,31,1988,37.6,1,23,8,34.8,0.61,0.21,0.04,0.13,0,0,2019-2020,shooting
ENG-Premier League,2019,Leicester City,Kasper Schmeichel,DEN,GK,32,1986,38.0,0,1,0,0.0,0.03,0.0,0.0,,0,0,2019-2020,shooting
ENG-Premier League,2019,Leicester City,Kelechi Iheanacho,NGA,FW,22,1996,10.7,5,35,19,54.3,3.28,1.78,0.14,0.26,0,0,2019-2020,shooting
ENG-Premier League,2019,Leicester City,Luke Thomas,ENG,MF,18,2001,3.0,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ENG-Premier League,2019,Leicester City,Marc Albrighton,ENG,MF,29,1989,9.6,0,10,2,20.0,1.04,0.21,0.0,0.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Leicester City,Matty James,ENG,MF,28,1991,0.1,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ENG-Premier League,2019,Leicester City,Nampalys Mendy,SEN,MF,27,1992,3.2,0,1,1,100.0,0.31,0.31,0.0,0.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Leicester City,Ricardo Pereira,POR,DF,25,1993,28.0,3,18,5,27.8,0.64,0.18,0.17,0.6,0,0,2019-2020,shooting
ENG-Premier League,2019,Leicester City,Ryan Bennett,ENG,DF,29,1990,3.7,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ENG-Premier League,2019,Leicester City,Wes Morgan,JAM,DF,35,1984,4.8,0,4,2,50.0,0.83,0.41,0.0,0.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Leicester City,Wilfred Ndidi,NGA,MF,22,1996,29.7,2,26,3,11.5,0.88,0.1,0.08,0.67,0,0,2019-2020,shooting
ENG-Premier League,2019,Leicester City,Youri Tielemans,BEL,MF,22,1997,31.4,3,54,13,24.1,1.72,0.41,0.06,0.23,0,0,2019-2020,shooting
ENG-Premier League,2019,Leicester City,Çağlar Söyüncü,TUR,DF,23,1996,33.7,1,17,5,29.4,0.5,0.15,0.06,0.2,0,0,2019-2020,shooting
ENG-Premier League,2019,Liverpool,Adam Lallana,ENG,MF,31,1988,4.2,1,5,1,20.0,1.18,0.24,0.2,1.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Liverpool,Adrián,ESP,GK,32,1987,9.7,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ENG-Premier League,2019,Liverpool,Alex Oxlade-Chamberlain,ENG,"MF,FW",25,1993,16.5,4,40,10,25.0,2.42,0.61,0.1,0.4,0,0,2019-2020,shooting
ENG-Premier League,2019,Liverpool,Alisson,BRA,GK,26,1992,28.3,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ENG-Premier League,2019,Liverpool,Andy Robertson,SCO,DF,25,1994,34.6,2,22,6,27.3,0.64,0.17,0.09,0.33,0,0,2019-2020,shooting
ENG-Premier League,2019,Liverpool,Curtis Jones,ENG,MF,18,2001,1.4,1,6,2,33.3,4.29,1.43,0.17,0.5,0,0,2019-2020,shooting
ENG-Premier League,2019,Liverpool,Dejan Lovren,CRO,DF,30,1989,8.6,0,5,1,20.0,0.58,0.12,0.0,0.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Liverpool,Divock Origi,BEL,FW,24,1995,8.0,4,14,6,42.9,1.76,0.75,0.29,0.67,0,0,2019-2020,shooting
ENG-Premier League,2019,Liverpool,Fabinho,BRA,MF,25,1993,23.1,2,12,4,33.3,0.52,0.17,0.17,0.5,0,0,2019-2020,shooting
ENG-Premier League,2019,Liverpool,Georginio Wijnaldum,NED,MF,28,1990,32.6,4,36,15,41.7,1.1,0.46,0.11,0.27,0,0,2019-2020,shooting
ENG-Premier League,2019,Liverpool,Harvey Elliott,ENG,"FW,MF",16,2003,0.1,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ENG-Premier League,2019,Liverpool,James Milner,ENG,"MF,DF",33,1986,10.4,2,12,4,33.3,1.15,0.38,0.0,0.0,2,2,2019-2020,shooting
ENG-Premier League,2019,Liverpool,Joe Gomez,ENG,DF,22,1997,22.3,0,1,0,0.0,0.04,0.0,0.0,,0,0,2019-2020,shooting
ENG-Premier League,2019,Liverpool,Jordan Henderson,ENG,MF,29,1990,24.9,4,20,8,40.0,0.8,0.32,0.2,0.5,0,0,2019-2020,shooting
ENG-Premier League,2019,Liverpool,Joël Matip,CMR,DF,27,1991,7.8,1,4,1,25.0,0.51,0.13,0.25,1.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Liverpool,Mohamed Salah,EGY,FW,27,1992,32.0,19,132,59,44.7,4.13,1.85,0.12,0.27,3,3,2019-2020,shooting
ENG-Premier League,2019,Liverpool,Naby Keïta,GUI,MF,24,1995,9.1,2,12,7,58.3,1.33,0.77,0.17,0.29,0,0,2019-2020,shooting
ENG-Premier League,2019,Liverpool,Neco Williams,WAL,DF,18,2001,2.6,0,7,1,14.3,2.74,0.39,0.0,0.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Liverpool,Roberto Firmino,BRA,FW,27,1991,33.2,9,98,39,39.8,2.95,1.17,0.09,0.23,0,0,2019-2020,shooting
ENG-Premier League,2019,Liverpool,Sadio Mané,SEN,FW,27,1992,30.5,18,77,36,46.8,2.52,1.18,0.23,0.5,0,0,2019-2020,shooting
ENG-Premier League,2019,Liverpool,Takumi Minamino,JPN,FW,24,1995,2.8,0,8,2,25.0,2.89,0.72,0.0,0.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Liverpool,Trent Alexander-Arnold,ENG,DF,20,1998,35.3,4,44,13,29.5,1.25,0.37,0.09,0.31,0,0,2019-2020,shooting
ENG-Premier League,2019,Liverpool,Virgil van Dijk,NED,DF,28,1991,38.0,5,31,15,48.4,0.82,0.39,0.16,0.33,0,0,2019-2020,shooting
ENG-Premier League,2019,Liverpool,Xherdan Shaqiri,SUI,MF,27,1991,2.1,1,4,1,25.0,1.95,0.49,0.25,1.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Manchester City,Angeliño,ESP,DF,22,1997,4.7,0,5,0,0.0,1.06,0.0,0.0,,0,0,2019-2020,shooting
ENG-Premier League,2019,Manchester City,Aymeric Laporte,ESP,DF,25,1994,12.2,1,4,2,50.0,0.33,0.16,0.25,0.5,0,0,2019-2020,shooting
ENG-Premier League,2019,Manchester City,Benjamin Mendy,FRA,DF,25,1994,16.6,0,10,1,10.0,0.6,0.06,0.0,0.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Manchester City,Bernardo Silva,POR,"FW,MF",24,1994,22.6,6,52,15,28.8,2.31,0.67,0.12,0.4,0,0,2019-2020,shooting
ENG-Premier League,2019,Manchester City,Claudio Bravo,CHI,GK,36,1983,3.9,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ENG-Premier League,2019,Manchester City,David Silva,ESP,MF,33,1986,20.3,6,47,18,38.3,2.32,0.89,0.13,0.33,0,0,2019-2020,shooting
ENG-Premier League,2019,Manchester City,Ederson Moraes,BRA,GK,25,1993,34.1,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ENG-Premier League,2019,Manchester City,Eric García,ESP,DF,18,2001,8.8,0,2,1,50.0,0.23,0.11,0.0,0.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Manchester City,Fernandinho,BRA,DF,34,1985,26.6,0,16,1,6.3,0.6,0.04,0.0,0.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Manchester City,Gabriel Jesus,BRA,FW,22,1997,22.6,14,101,48,47.5,4.48,2.13,0.14,0.29,0,1,2019-2020,shooting
ENG-Premier League,2019,Manchester City,John Stones,ENG,DF,25,1994,12.5,0,6,1,16.7,0.48,0.08,0.0,0.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Manchester City,João Cancelo,POR,DF,25,1994,13.4,0,15,3,20.0,1.12,0.22,0.0,0.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Manchester City,Kevin De Bruyne,BEL,MF,28,1991,31.0,13,98,30,30.6,3.16,0.97,0.11,0.37,2,2,2019-2020,shooting
ENG-Premier League,2019,Manchester City,Kyle Walker,ENG,DF,29,1990,26.6,1,14,3,21.4,0.53,0.11,0.07,0.33,0,0,2019-2020,shooting
ENG-Premier League,2019,Manchester City,Leroy Sané,GER,"FW,MF",23,1996,0.1,0,2,0,0.0,15.0,0.0,0.0,,0,0,2019-2020,shooting
ENG-Premier League,2019,Manchester City,Nicolás Otamendi,ARG,DF,31,1988,19.1,2,15,7,46.7,0.79,0.37,0.13,0.29,0,0,2019-2020,shooting
ENG-Premier League,2019,Manchester City,Oleksandr Zinchenko,UKR,DF,22,1996,14.2,0,16,3,18.8,1.13,0.21,0.0,0.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Manchester City,Phil Foden,ENG,"FW,MF",19,2000,10.0,5,34,15,44.1,3.4,1.5,0.15,0.33,0,0,2019-2020,shooting
ENG-Premier League,2019,Manchester City,Raheem Sterling,ENG,"FW,MF",24,1994,29.5,20,100,39,39.0,3.39,1.32,0.2,0.51,0,2,2019-2020,shooting
ENG-Premier League,2019,Manchester City,Riyad Mahrez,ALG,"FW,MF",28,1991,21.6,11,74,32,43.2,3.43,1.48,0.14,0.31,1,1,2019-2020,shooting
ENG-Premier League,2019,Manchester City,Rodri,ESP,MF,23,1996,27.6,3,24,9,37.5,0.87,0.33,0.13,0.33,0,0,2019-2020,shooting
ENG-Premier League,2019,Manchester City,Sergio Agüero,ARG,FW,31,1988,16.1,16,76,28,36.8,4.71,1.74,0.18,0.5,2,3,2019-2020,shooting
ENG-Premier League,2019,Manchester City,Tommy Doyle,ENG,MF,17,2001,0.2,0,1,1,100.0,5.63,5.63,0.0,0.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Manchester City,İlkay Gündoğan,GER,MF,28,1990,22.4,2,33,8,24.2,1.47,0.36,0.03,0.13,1,2,2019-2020,shooting
ENG-Premier League,2019,Manchester Utd,Aaron Wan-Bissaka,COD,"DF,MF",21,1997,34.1,0,7,1,14.3,0.21,0.03,0.0,0.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Manchester Utd,Andreas Pereira,BRA,MF,23,1996,16.5,1,37,14,37.8,2.24,0.85,0.03,0.07,0,0,2019-2020,shooting
ENG-Premier League,2019,Manchester Utd,Angel Gomes,ENG,"FW,MF",18,2000,0.2,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ENG-Premier League,2019,Manchester Utd,Anthony Martial,FRA,FW,23,1995,29.2,17,80,40,50.0,2.74,1.37,0.21,0.43,0,1,2019-2020,shooting
ENG-Premier League,2019,Manchester Utd,Ashley Young,ENG,"DF,MF",34,1985,10.6,0,3,0,0.0,0.28,0.0,0.0,,0,0,2019-2020,shooting
ENG-Premier League,2019,Manchester Utd,Axel Tuanzebe,COD,DF,21,1997,2.1,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ENG-Premier League,2019,Manchester Utd,Brandon Williams,ENG,"DF,MF",18,2000,11.2,1,6,2,33.3,0.54,0.18,0.17,0.5,0,0,2019-2020,shooting
ENG-Premier League,2019,Manchester Utd,Bruno Fernandes,POR,MF,24,1994,13.2,8,44,18,40.9,3.34,1.37,0.09,0.22,4,4,2019-2020,shooting
ENG-Premier League,2019,Manchester Utd,Daniel James,WAL,"MF,FW",21,1997,25.4,3,42,20,47.6,1.65,0.79,0.07,0.15,0,0,2019-2020,shooting
ENG-Premier League,2019,Manchester Utd,David de Gea,ESP,GK,28,1990,38.0,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ENG-Premier League,2019,Manchester Utd,Diogo Dalot,POR,DF,20,1999,0.7,0,1,0,0.0,1.34,0.0,0.0,,0,0,2019-2020,shooting
ENG-Premier League,2019,Manchester Utd,Eric Bailly,CIV,DF,25,1994,1.7,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ENG-Premier League,2019,Manchester Utd,Fred,BRA,MF,26,1993,24.0,0,40,10,25.0,1.66,0.42,0.0,0.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Manchester Utd,Harry Maguire,ENG,DF,26,1993,38.0,1,31,8,25.8,0.82,0.21,0.03,0.13,0,0,2019-2020,shooting
ENG-Premier League,2019,Manchester Utd,James Garner,ENG,MF,18,2001,0.1,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ENG-Premier League,2019,Manchester Utd,Jesse Lingard,ENG,MF,26,1992,10.4,1,22,6,27.3,2.12,0.58,0.05,0.17,0,0,2019-2020,shooting
ENG-Premier League,2019,Manchester Utd,Juan Mata,ESP,MF,31,1988,8.4,0,10,2,20.0,1.19,0.24,0.0,0.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Manchester Utd,Luke Shaw,ENG,DF,24,1995,19.3,0,11,5,45.5,0.57,0.26,0.0,0.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Manchester Utd,Marcos Rojo,ARG,DF,29,1990,1.4,0,1,0,0.0,0.74,0.0,0.0,,0,0,2019-2020,shooting
ENG-Premier League,2019,Manchester Utd,Marcus Rashford,ENG,"MF,FW",21,1997,29.4,17,95,44,46.3,3.23,1.5,0.12,0.25,6,8,2019-2020,shooting
ENG-Premier League,2019,Manchester Utd,Mason Greenwood,ENG,"MF,FW",17,2001,14.7,10,38,20,52.6,2.59,1.36,0.26,0.5,0,0,2019-2020,shooting
ENG-Premier League,2019,Manchester Utd,Nemanja Matić,SRB,MF,30,1988,17.6,0,7,2,28.6,0.4,0.11,0.0,0.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Manchester Utd,Odion Ighalo,NGA,FW,30,1989,1.1,0,7,4,57.1,6.24,3.56,0.0,0.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Manchester Utd,Paul Pogba,FRA,MF,26,1993,13.4,1,22,8,36.4,1.64,0.6,0.05,0.13,0,1,2019-2020,shooting
ENG-Premier League,2019,Manchester Utd,Phil Jones,ENG,DF,27,1992,1.5,0,2,1,50.0,1.33,0.67,0.0,0.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Manchester Utd,Scott McTominay,SCO,MF,22,1996,19.7,4,29,10,34.5,1.47,0.51,0.14,0.4,0,0,2019-2020,shooting
ENG-Premier League,2019,Manchester Utd,Tahith Chong,CUW,"FW,MF",19,1999,0.4,0,1,0,0.0,2.43,0.0,0.0,,0,0,2019-2020,shooting
ENG-Premier League,2019,Manchester Utd,Timothy Fosu-Mensah,NED,DF,21,1998,1.5,0,1,0,0.0,0.66,0.0,0.0,,0,0,2019-2020,shooting
ENG-Premier League,2019,Manchester Utd,Victor Lindelöf,SWE,DF,25,1994,34.4,1,6,1,16.7,0.17,0.03,0.17,1.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Newcastle,Allan Saint-Maximin,FRA,MF,22,1997,20.7,3,46,21,45.7,2.22,1.01,0.07,0.14,0,0,2019-2020,shooting
ENG-Premier League,2019,Newcastle,Andy Carroll,ENG,FW,30,1989,7.0,0,16,3,18.8,2.28,0.43,0.0,0.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Newcastle,Christian Atsu,GHA,MF,27,1992,8.3,0,5,1,20.0,0.6,0.12,0.0,0.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Newcastle,Ciaran Clark,IRL,DF,29,1989,13.2,2,6,4,66.7,0.46,0.3,0.33,0.5,0,0,2019-2020,shooting
ENG-Premier League,2019,Newcastle,Danny Rose,ENG,DF,29,1990,9.6,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ENG-Premier League,2019,Newcastle,DeAndre Yedlin,USA,"DF,MF",26,1993,10.4,1,1,1,100.0,0.1,0.1,1.0,1.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Newcastle,Dwight Gayle,ENG,FW,28,1990,9.4,4,23,10,43.5,2.44,1.06,0.17,0.4,0,0,2019-2020,shooting
ENG-Premier League,2019,Newcastle,Emil Krafth,SWE,DF,24,1994,11.3,0,4,0,0.0,0.35,0.0,0.0,,0,0,2019-2020,shooting
ENG-Premier League,2019,Newcastle,Fabian Schär,SUI,DF,27,1991,18.6,2,20,6,30.0,1.08,0.32,0.1,0.33,0,0,2019-2020,shooting
ENG-Premier League,2019,Newcastle,Federico Fernández,ARG,DF,30,1989,29.1,2,14,6,42.9,0.48,0.21,0.14,0.33,0,0,2019-2020,shooting
ENG-Premier League,2019,Newcastle,Florian Lejeune,FRA,DF,28,1991,4.9,2,4,3,75.0,0.81,0.61,0.5,0.67,0,0,2019-2020,shooting
ENG-Premier League,2019,Newcastle,Isaac Hayden,JAM,MF,24,1995,24.7,1,18,3,16.7,0.73,0.12,0.06,0.33,0,0,2019-2020,shooting
ENG-Premier League,2019,Newcastle,Jamaal Lascelles,ENG,DF,25,1993,23.1,1,8,2,25.0,0.35,0.09,0.13,0.5,0,0,2019-2020,shooting
ENG-Premier League,2019,Newcastle,Javier Manquillo,ESP,"DF,MF",25,1994,17.8,0,1,0,0.0,0.06,0.0,0.0,,0,0,2019-2020,shooting
ENG-Premier League,2019,Newcastle,Jetro Willems,NED,"DF,MF",25,1994,16.6,2,14,6,42.9,0.84,0.36,0.14,0.33,0,0,2019-2020,shooting
ENG-Premier League,2019,Newcastle,Joelinton,BRA,"FW,MF",22,1996,29.8,2,50,15,30.0,1.68,0.5,0.04,0.13,0,0,2019-2020,shooting
ENG-Premier League,2019,Newcastle,Jonjo Shelvey,ENG,MF,27,1992,23.5,6,45,14,31.1,1.91,0.59,0.13,0.43,0,0,2019-2020,shooting
ENG-Premier League,2019,Newcastle,Kelland Watts,ENG,DF,19,1999,0.2,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ENG-Premier League,2019,Newcastle,Ki Sung-yueng,KOR,MF,30,1989,1.5,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ENG-Premier League,2019,Newcastle,Martin Dúbravka,SVK,GK,30,1989,38.0,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ENG-Premier League,2019,Newcastle,Matt Ritchie,SCO,"MF,DF",29,1989,14.6,2,26,8,30.8,1.78,0.55,0.08,0.25,0,1,2019-2020,shooting
ENG-Premier League,2019,Newcastle,Matthew Longstaff,ENG,MF,19,2000,6.4,2,4,2,50.0,0.63,0.31,0.5,1.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Newcastle,Miguel Almirón,PAR,"MF,FW",25,1994,33.6,4,55,17,30.9,1.64,0.51,0.07,0.24,0,0,2019-2020,shooting
ENG-Premier League,2019,Newcastle,Nabil Bentaleb,ALG,MF,24,1994,8.3,0,4,0,0.0,0.48,0.0,0.0,,0,0,2019-2020,shooting
ENG-Premier League,2019,Newcastle,Paul Dummett,WAL,DF,27,1991,13.6,0,1,1,100.0,0.07,0.07,0.0,0.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Newcastle,Sean Longstaff,ENG,MF,21,1997,15.3,1,25,7,28.0,1.63,0.46,0.04,0.14,0,0,2019-2020,shooting
