league,season,team,player,nation,pos,age,born,standard_playing_time_mp,standard_playing_time_starts,standard_playing_time_min,standard_playing_time_90s,standard_performance_gls,standard_performance_ast,standard_performance_g_a,standard_performance_g_pk,standard_performance_pk,standard_performance_pkatt,standard_performance_crdy,standard_performance_crdr,standard_per_90_minutes_gls,standard_per_90_minutes_ast,standard_per_90_minutes_g_a,standard_per_90_minutes_g_pk,standard_per_90_minutes_g_a_pk,fbref_season_label,fbref_stat_type
ENG-Premier League,2018,Bournemouth,Jefferson Lerma,COL,MF,23,1994,30,29,2506,27.8,2,0,2,2,0,0,12,0,0.07,0.0,0.07,0.07,0.07,2018-2019,standard
ENG-Premier League,2018,Bournemouth,Jermain Defoe,ENG,FW,35,1982,4,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Bournemouth,Jordon Ibe,ENG,MF,22,1995,19,9,797,8.9,1,1,2,1,0,0,1,0,0.11,0.11,0.23,0.11,0.23,2018-2019,standard
ENG-Premier League,2018,Bournemouth,Joshua King,NOR,"FW,MF",26,1992,35,34,2961,32.9,12,3,15,7,5,6,3,0,0.36,0.09,0.46,0.21,0.3,2018-2019,standard
ENG-Premier League,2018,Bournemouth,Junior Stanislas,ENG,"MF,DF",28,1989,23,11,1031,11.5,2,3,5,1,1,1,1,0,0.17,0.26,0.44,0.09,0.35,2018-2019,standard
ENG-Premier League,2018,Bournemouth,Lewis Cook,ENG,MF,21,1997,13,8,723,8.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Bournemouth,Lys Mousset,FRA,FW,22,1996,24,1,368,4.1,1,0,1,1,0,0,1,0,0.24,0.0,0.24,0.24,0.24,2018-2019,standard
ENG-Premier League,2018,Bournemouth,Mark Travers,IRL,GK,19,1999,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Bournemouth,Nathan Aké,NED,DF,23,1995,38,38,3411,37.9,4,0,4,4,0,0,3,0,0.11,0.0,0.11,0.11,0.11,2018-2019,standard
ENG-Premier League,2018,Bournemouth,Nathaniel Clyne,ENG,DF,27,1991,14,13,1143,12.7,0,1,1,0,0,0,2,0,0.0,0.08,0.08,0.0,0.08,2018-2019,standard
ENG-Premier League,2018,Bournemouth,Ryan Fraser,SCO,MF,24,1994,38,35,3166,35.2,7,14,21,7,0,0,2,0,0.2,0.4,0.6,0.2,0.6,2018-2019,standard
ENG-Premier League,2018,Bournemouth,Sam Surridge,ENG,FW,20,1998,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Bournemouth,Simon Francis,ENG,DF,33,1985,17,13,1229,13.7,0,2,2,0,0,0,1,0,0.0,0.15,0.15,0.0,0.15,2018-2019,standard
ENG-Premier League,2018,Bournemouth,Steve Cook,ENG,DF,27,1991,31,31,2786,31.0,1,1,2,1,0,0,3,0,0.03,0.03,0.06,0.03,0.06,2018-2019,standard
ENG-Premier League,2018,Bournemouth,Tyrone Mings,ENG,DF,25,1993,5,2,143,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Brighton,Alireza Jahanbakhsh,IRN,"MF,FW",24,1993,19,12,1020,11.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Brighton,Anthony Knockaert,FRA,"MF,FW",26,1991,30,18,1837,20.4,2,6,8,2,0,0,4,1,0.1,0.29,0.39,0.1,0.39,2018-2019,standard
ENG-Premier League,2018,Brighton,Beram Kayal,ISR,MF,30,1988,18,9,940,10.4,1,1,2,1,0,0,4,0,0.1,0.1,0.19,0.1,0.19,2018-2019,standard
ENG-Premier League,2018,Brighton,Bernardo,BRA,DF,23,1995,22,19,1752,19.5,0,1,1,0,0,0,4,0,0.0,0.05,0.05,0.0,0.05,2018-2019,standard
ENG-Premier League,2018,Brighton,Bruno,ESP,DF,37,1980,14,14,1131,12.6,0,1,1,0,0,0,2,0,0.0,0.08,0.08,0.0,0.08,2018-2019,standard
ENG-Premier League,2018,Brighton,Dale Stephens,ENG,MF,29,1989,30,29,2485,27.6,1,1,2,1,0,0,6,1,0.04,0.04,0.07,0.04,0.07,2018-2019,standard
ENG-Premier League,2018,Brighton,David Button,ENG,GK,29,1989,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Brighton,Davy Pröpper,NED,MF,26,1991,30,30,2546,28.3,1,1,2,1,0,0,2,0,0.04,0.04,0.07,0.04,0.07,2018-2019,standard
ENG-Premier League,2018,Brighton,Florin Andone,ROU,FW,25,1993,23,8,881,9.8,3,0,3,3,0,0,5,0,0.31,0.0,0.31,0.31,0.31,2018-2019,standard
ENG-Premier League,2018,Brighton,Gaëtan Bong,CMR,DF,30,1988,22,19,1808,20.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Brighton,Glenn Murray,ENG,FW,34,1983,38,30,2508,27.9,13,1,14,9,4,4,5,0,0.47,0.04,0.5,0.32,0.36,2018-2019,standard
ENG-Premier League,2018,Brighton,José Izquierdo,COL,"MF,FW",26,1992,15,9,795,8.8,0,1,1,0,0,0,1,0,0.0,0.11,0.11,0.0,0.11,2018-2019,standard
ENG-Premier League,2018,Brighton,Jürgen Locadia,CUW,"MF,FW",24,1993,26,12,1236,13.7,2,0,2,2,0,0,1,0,0.15,0.0,0.15,0.15,0.15,2018-2019,standard
ENG-Premier League,2018,Brighton,Leon Balogun,NGA,DF,30,1988,8,5,594,6.6,1,0,1,1,0,0,2,0,0.15,0.0,0.15,0.15,0.15,2018-2019,standard
ENG-Premier League,2018,Brighton,Lewis Dunk,ENG,DF,26,1991,36,36,3151,35.0,2,1,3,2,0,0,7,2,0.06,0.03,0.09,0.06,0.09,2018-2019,standard
ENG-Premier League,2018,Brighton,Martín Montoya,ESP,DF,27,1991,25,24,2167,24.1,0,1,1,0,0,0,4,0,0.0,0.04,0.04,0.0,0.04,2018-2019,standard
ENG-Premier League,2018,Brighton,Mathew Ryan,AUS,GK,26,1992,34,34,3060,34.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Brighton,Pascal Groß,GER,MF,27,1991,25,24,1864,20.7,3,3,6,2,1,2,1,0,0.14,0.14,0.29,0.1,0.24,2018-2019,standard
ENG-Premier League,2018,Brighton,Shane Duffy,IRL,DF,26,1992,35,35,3087,34.3,5,1,6,5,0,0,4,1,0.15,0.03,0.17,0.15,0.17,2018-2019,standard
ENG-Premier League,2018,Brighton,Solly March,ENG,"MF,FW",24,1994,35,30,2463,27.4,1,5,6,1,0,0,1,0,0.04,0.18,0.22,0.04,0.22,2018-2019,standard
ENG-Premier League,2018,Brighton,Yves Bissouma,MLI,MF,21,1996,28,17,1774,19.7,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Burnley,Aaron Lennon,ENG,MF,31,1987,16,14,1215,13.5,1,1,2,1,0,0,1,0,0.07,0.07,0.15,0.07,0.15,2018-2019,standard
ENG-Premier League,2018,Burnley,Ashley Barnes,ENG,FW,28,1989,37,26,2388,26.5,12,2,14,10,2,2,8,0,0.45,0.08,0.53,0.38,0.45,2018-2019,standard
ENG-Premier League,2018,Burnley,Ashley Westwood,ENG,MF,28,1990,34,31,2824,31.4,2,7,9,2,0,0,5,0,0.06,0.22,0.29,0.06,0.29,2018-2019,standard
ENG-Premier League,2018,Burnley,Ben Gibson,ENG,DF,25,1993,1,1,62,0.7,1,0,1,1,0,0,1,0,1.45,0.0,1.45,1.45,1.45,2018-2019,standard
ENG-Premier League,2018,Burnley,Ben Mee,ENG,DF,28,1989,38,38,3420,38.0,0,2,2,0,0,0,9,0,0.0,0.05,0.05,0.0,0.05,2018-2019,standard
ENG-Premier League,2018,Burnley,Charlie Taylor,ENG,DF,24,1993,38,35,3243,36.0,0,1,1,0,0,0,2,0,0.0,0.03,0.03,0.0,0.03,2018-2019,standard
ENG-Premier League,2018,Burnley,Chris Wood,NZL,FW,26,1991,38,29,2588,28.8,10,2,12,10,0,0,2,0,0.35,0.07,0.42,0.35,0.42,2018-2019,standard
ENG-Premier League,2018,Burnley,Dwight McNeil,ENG,MF,18,1999,21,19,1591,17.7,3,5,8,3,0,0,2,0,0.17,0.28,0.45,0.17,0.45,2018-2019,standard
ENG-Premier League,2018,Burnley,Jack Cork,ENG,MF,29,1989,37,37,3312,36.8,1,2,3,1,0,0,6,0,0.03,0.05,0.08,0.03,0.08,2018-2019,standard
ENG-Premier League,2018,Burnley,James Tarkowski,ENG,DF,25,1992,35,35,3086,34.3,3,1,4,3,0,0,8,0,0.09,0.03,0.12,0.09,0.12,2018-2019,standard
ENG-Premier League,2018,Burnley,Jeff Hendrick,IRL,MF,26,1992,32,25,2063,22.9,3,0,3,3,0,0,4,0,0.13,0.0,0.13,0.13,0.13,2018-2019,standard
ENG-Premier League,2018,Burnley,Joe Hart,ENG,GK,31,1987,19,19,1710,19.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Burnley,Jóhann Berg Guðmundsson,ISL,MF,27,1990,29,19,1752,19.5,3,6,9,3,0,0,2,0,0.15,0.31,0.46,0.15,0.46,2018-2019,standard
ENG-Premier League,2018,Burnley,Kevin Long,IRL,DF,27,1990,6,5,514,5.7,0,1,1,0,0,0,0,0,0.0,0.18,0.18,0.0,0.18,2018-2019,standard
ENG-Premier League,2018,Burnley,Matthew Lowton,ENG,DF,29,1989,21,19,1750,19.4,0,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Burnley,Matěj Vydra,CZE,MF,26,1992,13,3,318,3.5,1,1,2,1,0,0,1,0,0.28,0.28,0.57,0.28,0.57,2018-2019,standard
ENG-Premier League,2018,Burnley,Peter Crouch,ENG,FW,37,1981,6,0,92,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Burnley,Phil Bardsley,SCO,DF,33,1985,19,19,1670,18.6,0,0,0,0,0,0,9,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Burnley,Robbie Brady,IRL,MF,26,1992,16,6,720,8.0,0,1,1,0,0,0,3,1,0.0,0.12,0.12,0.0,0.12,2018-2019,standard
ENG-Premier League,2018,Burnley,Sam Vokes,WAL,FW,28,1989,20,10,915,10.2,3,0,3,3,0,0,0,0,0.3,0.0,0.3,0.3,0.3,2018-2019,standard
ENG-Premier League,2018,Burnley,Stephen Ward,IRL,DF,32,1985,3,3,228,2.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Burnley,Steven Defour,BEL,MF,30,1988,6,6,448,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Burnley,Tom Heaton,ENG,GK,32,1986,19,19,1710,19.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Cardiff City,Aron Gunnarsson,ISL,MF,29,1989,28,27,2266,25.2,1,1,2,1,0,0,5,0,0.04,0.04,0.08,0.04,0.08,2018-2019,standard
ENG-Premier League,2018,Cardiff City,Bobby De Cordova-Reid,JAM,"MF,FW",25,1993,27,16,1424,15.8,5,2,7,4,1,1,0,0,0.32,0.13,0.44,0.25,0.38,2018-2019,standard
ENG-Premier League,2018,Cardiff City,Bruno Ecuele Manga,GAB,DF,30,1988,38,37,3376,37.5,0,1,1,0,0,0,0,0,0.0,0.03,0.03,0.0,0.03,2018-2019,standard
ENG-Premier League,2018,Cardiff City,Callum Paterson,SCO,"FW,MF",23,1994,27,21,1998,22.2,4,1,5,4,0,0,4,0,0.18,0.05,0.23,0.18,0.23,2018-2019,standard
ENG-Premier League,2018,Cardiff City,Danny Ward,ENG,FW,26,1991,14,4,445,4.9,1,0,1,1,0,0,0,0,0.2,0.0,0.2,0.2,0.2,2018-2019,standard
ENG-Premier League,2018,Cardiff City,Gary Madine,ENG,FW,27,1990,5,0,37,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Cardiff City,Greg Cunningham,IRL,DF,27,1991,7,7,630,7.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Cardiff City,Harry Arter,IRL,MF,28,1989,25,24,1997,22.2,0,1,1,0,0,0,10,0,0.0,0.05,0.05,0.0,0.05,2018-2019,standard
ENG-Premier League,2018,Cardiff City,Jazz Richards,WAL,"DF,MF",27,1991,4,0,132,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Cardiff City,Joe Bennett,ENG,DF,28,1990,30,30,2639,29.3,0,1,1,0,0,0,5,0,0.0,0.03,0.03,0.0,0.03,2018-2019,standard
ENG-Premier League,2018,Cardiff City,Joe Ralls,ENG,MF,24,1993,28,22,1959,21.8,0,0,0,0,0,1,4,1,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Cardiff City,Josh Murphy,ENG,"MF,FW",23,1995,29,22,1817,20.2,3,2,5,3,0,0,2,0,0.15,0.1,0.25,0.15,0.25,2018-2019,standard
ENG-Premier League,2018,Cardiff City,Junior Hoilett,CAN,MF,28,1990,32,23,2141,23.8,3,1,4,3,0,0,4,0,0.13,0.04,0.17,0.13,0.17,2018-2019,standard
ENG-Premier League,2018,Cardiff City,Kadeem Harris,ENG,MF,25,1993,13,3,375,4.2,1,0,1,1,0,0,1,0,0.24,0.0,0.24,0.24,0.24,2018-2019,standard
ENG-Premier League,2018,Cardiff City,Kenneth Zohore,DEN,FW,24,1994,19,7,753,8.4,1,1,2,1,0,0,1,0,0.12,0.12,0.24,0.12,0.24,2018-2019,standard
ENG-Premier League,2018,Cardiff City,Leandro Bacuna,CUW,MF,26,1991,11,4,561,6.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Cardiff City,Lee Peltier,ENG,DF,31,1986,20,17,1544,17.2,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Cardiff City,Loïc Damour,FRA,MF,27,1991,2,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Cardiff City,Nathaniel Mendez-Laing,GUA,MF,26,1992,20,11,985,10.9,4,1,5,3,1,1,0,0,0.37,0.09,0.46,0.27,0.37,2018-2019,standard
ENG-Premier League,2018,Cardiff City,Neil Etheridge,PHI,GK,28,1990,38,38,3420,38.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Cardiff City,Oumar Niasse,SEN,FW,28,1990,13,12,931,10.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Cardiff City,Rhys Healey,WAL,FW,23,1994,3,0,52,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Cardiff City,Sean Morrison,ENG,DF,27,1991,34,34,3039,33.8,1,3,4,1,0,0,6,0,0.03,0.09,0.12,0.03,0.12,2018-2019,standard
ENG-Premier League,2018,Cardiff City,Sol Bamba,CIV,DF,33,1985,28,28,2474,27.5,4,1,5,4,0,0,7,0,0.15,0.04,0.18,0.15,0.18,2018-2019,standard
ENG-Premier League,2018,Cardiff City,Víctor Camarasa,ESP,MF,24,1994,32,31,2569,28.5,5,4,9,4,1,1,6,0,0.18,0.14,0.32,0.14,0.28,2018-2019,standard
ENG-Premier League,2018,Chelsea,Andreas Christensen,DEN,DF,22,1996,8,6,617,6.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Chelsea,Antonio Rüdiger,GER,DF,25,1993,33,33,2871,31.9,1,0,1,1,0,0,7,0,0.03,0.0,0.03,0.03,0.03,2018-2019,standard
ENG-Premier League,2018,Chelsea,Callum Hudson-Odoi,ENG,FW,17,2000,10,4,393,4.4,0,1,1,0,0,0,0,0,0.0,0.23,0.23,0.0,0.23,2018-2019,standard
ENG-Premier League,2018,Chelsea,Cesc Fàbregas,ESP,MF,31,1987,6,1,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Chelsea,César Azpilicueta,ESP,DF,28,1989,38,38,3402,37.8,1,5,6,1,0,0,4,0,0.03,0.13,0.16,0.03,0.16,2018-2019,standard
ENG-Premier League,2018,Chelsea,David Luiz,BRA,DF,31,1987,36,36,3238,36.0,3,2,5,3,0,0,3,0,0.08,0.06,0.14,0.08,0.14,2018-2019,standard
ENG-Premier League,2018,Chelsea,Davide Zappacosta,ITA,DF,26,1992,4,1,128,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Chelsea,Eden Hazard,BEL,FW,27,1991,37,32,2923,32.5,16,15,31,12,4,4,2,0,0.49,0.46,0.95,0.37,0.83,2018-2019,standard
ENG-Premier League,2018,Chelsea,Emerson Palmieri,ITA,DF,23,1994,10,7,663,7.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Chelsea,Gary Cahill,ENG,DF,32,1985,2,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Chelsea,Gonzalo Higuaín,ARG,FW,30,1987,14,13,1085,12.1,5,0,5,5,0,0,0,0,0.41,0.0,0.41,0.41,0.41,2018-2019,standard
ENG-Premier League,2018,Chelsea,Jorginho,ITA,MF,26,1991,37,37,3156,35.1,2,0,2,1,1,1,8,0,0.06,0.0,0.06,0.03,0.03,2018-2019,standard
ENG-Premier League,2018,Chelsea,Kepa Arrizabalaga,ESP,GK,23,1994,36,36,3240,36.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Chelsea,Marcos Alonso,ESP,DF,27,1990,31,31,2759,30.7,2,4,6,2,0,0,6,0,0.07,0.13,0.2,0.07,0.2,2018-2019,standard
ENG-Premier League,2018,Chelsea,Mateo Kovačić,CRO,MF,24,1994,32,21,1735,19.3,0,2,2,0,0,0,3,0,0.0,0.1,0.1,0.0,0.1,2018-2019,standard
ENG-Premier League,2018,Chelsea,N'Golo Kanté,FRA,MF,27,1991,36,36,3092,34.4,4,4,8,4,0,0,3,0,0.12,0.12,0.23,0.12,0.23,2018-2019,standard
ENG-Premier League,2018,Chelsea,Olivier Giroud,FRA,FW,31,1986,27,7,847,9.4,2,4,6,2,0,0,1,0,0.21,0.43,0.64,0.21,0.64,2018-2019,standard
